pokedex_number,name,japanese_name,base_total,attack,defense,sp_attack,sp_defense,speed,hp,capture_rate,experience_growth,type1,type2,classification,generation,is_legendary,x,y
734,Yungoos,Youngooseヤングース,253,70,30,30,30,45,48,255,1000000,normal,,Loitering Pokémon,7,0,-9.592456817626953,-33.93425369262695
735,Gumshoos,Dekagooseデカグース,418,110,60,55,60,45,88,127,1000000,normal,,Stakeout Pokémon,7,0,-9.569993019104004,7.777189254760742
736,Grubbin,Agojimushiアゴジムシ,300,62,45,55,45,46,47,255,1000000,bug,,Larva Pokémon,7,0,-5.1268439292907715,-29.185300827026367
737,Charjabug,Dendimushiデンヂムシ,400,82,95,55,75,36,57,120,1000000,bug,electric,Battery Pokémon,7,0,-12.479856491088867,1.2763861417770386
738,Vikavolt,Kuwagannonクワガノン,500,70,90,145,75,43,77,45,1000000,bug,electric,Stag Beetle Pokémon,7,0,3.9649312496185303,22.253522872924805
739,Crabrawler,Makenkaniマケンカニ,338,82,57,42,47,63,47,225,1000000,fighting,,Boxing Pokémon,7,0,-6.391803741455078,-15.394233703613281
740,Crabominable,Kekenkaniケケンカニ,478,132,77,62,67,43,97,60,1000000,fighting,ice,Woolly Crab Pokémon,7,0,-14.654472351074219,16.69749641418457
741,Oricorio,Odoridori (pachipachi Style)オドリドリ,476,70,70,98,70,93,75,45,1000000,fire,flying,Dancing Pokémon,7,0,15.992791175842285,3.9210236072540283
742,Cutiefly,Abulyアブリー,304,45,40,55,40,84,40,190,1000000,bug,fairy,Bee Fly Pokémon,7,0,2.247556447982788,-39.252532958984375
743,Ribombee,Aburibbonアブリボン,464,55,60,95,70,124,60,75,1000000,bug,fairy,Bee Fly Pokémon,7,0,19.59577178955078,1.7195227146148682
744,Rockruff,Iwankoイワンコ,280,65,40,30,40,60,45,190,1000000,rock,,Puppy Pokémon,7,0,-7.448495388031006,-33.27531051635742
745,Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,487,115,75,55,75,82,85,90,1000000,rock,,Wolf Pokémon,7,0,-10.734569549560547,18.955829620361328
746,Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,620,140,130,140,135,30,45,60,800000,water,,Small Fry Pokémon,7,0,14.945414543151855,21.033496856689453
747,Mareanie,Hidoideヒドイデ,305,53,62,43,52,45,50,190,1000000,poison,water,Brutal Star Pokémon,7,0,-4.908020496368408,-24.16853141784668
748,Toxapex,Dohidoideドヒドイデ,495,63,152,53,142,35,50,75,1000000,poison,water,Brutal Star Pokémon,7,0,-21.0411434173584,1.037742257118225
749,Mudbray,Dorobankoドロバンコ,385,100,70,45,55,45,70,190,1000000,ground,,Donkey Pokémon,7,0,-9.812843322753906,6.0008769035339355
750,Mudsdale,Banbadoroバンバドロ,500,125,100,55,85,35,100,60,1000000,ground,,Draft Horse Pokémon,7,0,-16.16157341003418,15.164097785949707
751,Dewpider,Shizukumoシズクモ,269,40,52,40,72,27,38,200,1000000,water,bug,Water Bubble Pokémon,7,0,0.7114458084106445,-26.162853240966797
752,Araquanid,Onishizukumoオニシズクモ,454,70,92,50,132,42,68,100,1000000,water,bug,Water Bubble Pokémon,7,0,-16.833023071289062,2.187784194946289
753,Fomantis,Karikiriカリキリ,250,55,35,50,35,35,40,190,1000000,grass,,Sickle Grass Pokémon,7,0,-11.055752754211426,-35.32440948486328
754,Lurantis,Lalantesラランテス,480,105,90,80,90,45,70,75,1000000,grass,,Bloom Sickle Pokémon,7,0,-15.49815845489502,11.680649757385254
755,Morelull,Nemasyuネマシュ,285,35,55,65,75,15,40,190,1000000,grass,fairy,Illuminating Pokémon,7,0,2.7997944355010986,-25.62181282043457
756,Shiinotic,Mashadeマシェード,405,45,80,90,100,30,60,75,1000000,grass,fairy,Illuminating Pokémon,7,0,-10.583719253540039,-2.8472390174865723
757,Salandit,Yatoumoriヤトウモリ,320,44,40,71,40,77,48,120,1000000,poison,fire,Toxic Lizard Pokémon,7,0,5.138499736785889,-36.73041534423828
758,Salazzle,Ennewtエンニュート,480,64,60,111,60,117,68,45,1000000,poison,fire,Toxic Lizard Pokémon,7,0,19.22454833984375,2.6213271617889404
759,Stufful,Nuikogumaヌイコグマ,340,75,50,45,50,50,70,140,1000000,normal,fighting,Flailing Pokémon,7,0,-9.776435852050781,-21.819000244140625
760,Bewear,Kiterugumaキテルグマ,500,125,80,55,60,60,120,70,1000000,normal,fighting,Strong Arm Pokémon,7,0,-13.144410133361816,18.12347412109375
761,Bounsweet,Amakajiアマカジ,210,30,38,30,38,32,42,235,1059860,grass,,Fruit Pokémon,7,0,-12.37222671508789,-41.43660354614258
762,Steenee,Amamaikoアママイコ,290,40,48,40,48,62,52,120,1059860,grass,,Fruit Pokémon,7,0,-1.5137083530426025,-32.66269302368164
763,Tsareena,Amajoアマージョ,510,120,98,50,98,72,72,45,1059860,grass,,Fruit Pokémon,7,0,-17.785907745361328,16.846446990966797
764,Comfey,Cuwawaキュワワー,485,52,90,82,110,100,51,60,800000,fairy,,Posy Picker Pokémon,7,0,7.053133010864258,24.052335739135742
765,Oranguru,Yareyuutanヤレユータン,490,60,80,90,110,60,90,45,1250000,normal,psychic,Sage Pokémon,7,0,-1.5870524644851685,24.27560806274414
766,Passimian,Nagetukesaruナゲツケサル,490,120,90,40,60,80,100,45,1250000,fighting,,Teamwork Pokémon,7,0,-11.739522933959961,20.428796768188477
767,Wimpod,Kosokumushiコソクムシ,230,35,40,20,30,80,25,90,1000000,bug,water,Turn Tail Pokémon,7,0,-3.3132050037384033,-40.8757209777832
768,Golisopod,Gusokumushaグソクムシャ,530,125,140,60,90,40,75,45,1000000,bug,water,Hard Scale Pokémon,7,0,-23.409645080566406,14.177550315856934
769,Sandygast,Sunabaスナバァ,320,55,80,70,45,15,55,140,1000000,ghost,ground,Sand Heap Pokémon,7,0,-1.8671481609344482,-18.795867919921875
770,Palossand,Sirodethnaシロデスナ,480,75,110,100,75,35,85,60,1000000,ghost,ground,Sand Castle Pokémon,7,0,-18.377723693847656,8.328123092651367
771,Pyukumuku,Namakobushiナマコブシ,410,60,130,30,130,5,55,60,800000,water,,Sea Cucumber Pokémon,7,0,-19.8106746673584,0.43693509697914124
772,Type: Null,Type: Nullタイプ：ヌル,534,95,95,95,95,59,95,3,1250000,normal,,Synthetic Pokémon,7,0,0.21586473286151886,19.144454956054688
773,Silvally,Silvadyシルヴァディ,570,95,95,95,95,95,95,3,1250000,normal,,Synthetic Pokémon,7,0,11.642507553100586,27.11649513244629
774,Minior,Metenoメテノ,500,100,60,100,60,120,60,30,1059860,rock,flying,Meteor Pokémon,7,0,15.062353134155273,9.548966407775879
775,Komala,Nekkoaraネッコアラ,480,115,65,75,95,65,65,45,1250000,normal,,Drowsing Pokémon,7,0,10.302740097045898,19.474349975585938
776,Turtonator,Bakugamesバクガメス,485,78,135,91,85,36,60,70,1000000,fire,dragon,Blast Turtle Pokémon,7,0,-20.10729217529297,7.809665203094482
777,Togedemaru,Togedemaruトゲデマル,435,98,63,40,73,96,65,180,1000000,electric,steel,Roly-Poly Pokémon,7,0,5.890514373779297,3.6514198780059814
778,Mimikyu,Mimikkyuミミッキュ,476,90,80,50,105,96,55,45,1000000,ghost,fairy,Disguise Pokémon,7,0,-26.476299285888672,3.579193115234375
779,Bruxish,Hagigishiriハギギシリ,475,105,70,70,70,92,68,80,1000000,water,psychic,Gnash Teeth Pokémon,7,0,7.093575477600098,6.930386543273926
780,Drampa,Jijilongジジーロン,485,60,85,135,91,36,78,70,1000000,normal,dragon,Placid Pokémon,7,0,3.3588409423828125,22.52375030517578
781,Dhelmise,Dadarinダダリン,517,131,100,86,90,40,70,25,1000000,ghost,grass,Sea Creeper Pokémon,7,0,-16.060585021972656,12.814047813415527
782,Jangmo-o,Jyarakoジャラコ,300,55,65,45,45,45,45,45,1250000,dragon,,Scaly Pokémon,7,0,-5.516100883483887,-23.75208854675293
783,Hakamo-o,Jyarangoジャランゴ,420,75,90,65,70,65,55,45,1250000,dragon,fighting,Scaly Pokémon,7,0,-8.755892753601074,0.1848991960287094
784,Kommo-o,Jyararangaジャラランガ,600,110,125,100,105,85,75,45,1250000,dragon,fighting,Scaly Pokémon,7,0,14.958171844482422,26.86492156982422
785,Tapu Koko,Kapu-kokekoカプ・コケコ,570,115,85,95,75,130,70,3,1250000,electric,fairy,Land Spirit Pokémon,7,1,16.837116241455078,13.395061492919922
786,Tapu Lele,Kapu-tetefuカプ・テテフ,570,85,75,130,115,95,70,3,1250000,psychic,fairy,Land Spirit Pokémon,7,1,21.34282684326172,13.207764625549316
787,Tapu Bulu,Kapu-bululカプ・ブルル,570,130,115,85,95,75,70,3,1250000,grass,fairy,Land Spirit Pokémon,7,1,15.367353439331055,31.362071990966797
788,Tapu Fini,Kapu-rehireカプ・レヒレ,570,75,115,95,130,85,70,3,1250000,water,fairy,Land Spirit Pokémon,7,1,7.260418891906738,26.998451232910156
789,Cosmog,Cosmogコスモッグ,200,29,31,29,31,37,43,45,1250000,psychic,,Nebula Pokémon,7,1,-11.32707405090332,-40.89385986328125
790,Cosmoem,Cosmovumコスモウム,400,29,131,29,131,37,43,45,1250000,psychic,,Protostar Pokémon,7,1,-20.21842384338379,-0.6687076091766357
791,Solgaleo,Solgaleoソルガレオ,680,137,107,113,89,97,137,45,1250000,psychic,steel,Sunne Pokémon,7,1,22.006986618041992,30.893651962280273
792,Lunala,Lunalaルナアーラ,680,113,89,137,107,97,137,45,1250000,psychic,ghost,Moone Pokémon,7,1,22.529155731201172,29.205209732055664
793,Nihilego,Uturoidウツロイド,570,53,47,127,131,103,109,45,1250000,rock,poison,Parasite Pokémon,7,1,1.6107699871063232,29.018749237060547
794,Buzzwole,Massivoonマッシブーン,570,139,139,53,53,79,107,25,1250000,bug,fighting,Swollen Pokémon,7,1,-22.47039794921875,17.553180694580078
795,Pheromosa,Pheroacheフェローチェ,570,137,37,137,37,151,71,255,1250000,bug,fighting,Lissome Pokémon,7,1,25.251672744750977,19.01431655883789
796,Xurkitree,Denjyumokuデンジュモク,570,89,71,173,71,83,83,30,1250000,electric,,Glowing Pokémon,7,1,20.15436553955078,18.286014556884766
797,Celesteela,Tekkaguyaテッカグヤ,570,101,103,107,101,61,97,25,1250000,steel,flying,Launch Pokémon,7,1,13.198112487792969,24.31815528869629
798,Kartana,Kamiturugiカミツルギ,570,181,131,59,31,109,59,255,1250000,grass,steel,Drawn Sword Pokémon,7,1,-22.460847854614258,20.356582641601562
799,Guzzlord,Akuzikingアクジキング,570,101,53,97,53,43,223,15,1250000,dark,dragon,Junkivore Pokémon,7,1,-0.7515588402748108,9.47846794128418
800,Necrozma,Necrozmaネクロズマ,600,107,101,127,89,79,97,3,1250000,psychic,,Prism Pokémon,7,1,17.545467376708984,22.83858299255371
801,Magearna,Magearnaマギアナ,600,95,115,130,115,65,80,3,1250000,steel,fairy,Artificial Pokémon,7,1,15.848186492919922,24.617578506469727
